x,Series 1,Series 2,Series 3,Series 4,Series 5,Series 6,Series 7,Series 8,Series 9,Series 10
37,44.7430484864,66.3367600571,54.2582253541,30.3263564708,55.949177168,67.1514930731,53.8279684818,26.3806314872,56.5145586256,35.0390427209
38,44.2447487266,65.8802008677,55.0112317346,29.357418872,56.6890923517,67.0722322943,53.0738495421,26.1151078704,56.98162308,34.1684606971
39,44.1666071607,66.0049521999,55.6288092841,28.8168441817,57.5779408488,67.1847488584,52.8740118153,26.357117871,57.6137820811,33.9195198014
40,44.5007395333,66.6919049241,56.1409820116,28.6319369499,58.6175252219,67.519801084,53.2171718263,26.9944544131,58.4214369907,34.196248413
41,45.1550596491,67.7904117997,56.5502918071,28.7191978071,59.7459586201,68.0256069385,53.9690626518,27.8680290251,59.3357809618,34.8181412622
42,46.0371234179,69.1492652162,56.8591596091,28.9950875575,60.901080415,68.6500300125,54.9948944432,28.8185594166,60.287666558,35.6043392803
43,47.0544867496,70.6172575632,57.0700063556,29.3760670055,62.0207299784,69.3409338965,56.1598773519,29.6867632974,61.2079463426,36.3739833987
44,48.1147055539,72.0431812303,57.185252985,29.778596955,63.0427466821,70.0461821812,57.3292215293,30.3133583772,62.0274728793,36.9462145485
45,49.1253091361,73.275791717,57.2072768083,30.1191827998,63.904915287,70.7135915733,58.3680998232,30.5391198938,62.6770436904,37.1402226002
46,49.9747144436,74.1374137667,57.106976633,30.3466779004,64.5056551724,71.2571744723,59.1148909002,30.2467050202,63.0477948408,36.8108884751
47,50.5545097293,74.4774749735,56.8164401314,30.5058950201,64.7069945454,71.5568374425,59.4138169087,29.489855997,62.9987096113,35.9785984907
48,50.8841723733,74.3778364529,56.3706687941,30.6730716321,64.5293685766,71.6215304738,59.2918103853,28.4775960687,62.5594077371,34.8442831586
49,70.5272940609,82.2904500101,73.2104158297,60.2539191547,77.4073822317,71.481791,58.804885552,27.4391115331,61.787699616,33.6332322036
50,90.0,90.0,90.0,90.0,90.0,71.168156455,58.0090566309,26.603588688,60.7413956459,32.5707353506
51,70.2946821597,80.9575370527,72.0155228437,61.3358020766,75.5783661324,70.7111642726,56.9603378439,26.200213831,59.4783062249,31.8820823244
52,50.4986654641,71.9486466984,54.0859547924,32.9941113062,60.964905833,70.1413518867,55.714743413,26.4581732601,58.0562417508,31.7925628498
53,50.179075581,71.4283355962,53.6568824495,34.3764581234,59.6016309674,69.4937256747,54.3329003386,27.5977031676,56.5391236753,32.5193785312
54,49.8954178882,71.2145630446,53.4504444034,36.174347437,58.2404397898,68.8546377642,52.9287627104,29.7202501131,55.0615426622,34.1723343253
55,49.6715815582,71.323615654,53.4657775621,38.3028473474,56.9366930354,68.2544364208,51.5650165471,32.7220556554,53.690585815,36.6748459826
56,49.4496020925,71.6237329389,53.5624220964,40.6140209349,55.6110279674,67.6374860215,50.2216123948,36.3795581824,52.3841150433,39.8411925391
57,49.1684449282,71.9776221448,53.5946896894,42.9576105519,54.1790190435,66.9449213211,48.8753912697,40.4647893919,51.0958870061,43.4816382825
58,48.7670755025,72.2479905169,53.4168920239,45.1833585506,52.5562407214,66.1178770741,47.5031941882,44.7497809817,49.7796583623,47.4064475003
59,48.1844592523,72.2975453004,52.8833407829,47.1410072833,50.6582674586,65.0974880351,46.0818621663,49.0065646497,48.3891857709,51.4258844801
60,47.3595616148,71.9889937407,51.8483476492,48.6802991023,48.4006737127,63.8248889587,44.5882362204,53.0071720936,46.8782258907,55.3502135096
61,46.2313480271,71.185043083,50.1662243058,49.6509763599,45.6990339415,62.2412145996,42.9991573668,56.5236350113,45.2005353807,58.9896988764
62,44.7626624858,69.7860835542,47.740003206,49.9418903885,42.5053930845,60.3113903229,41.3085126767,59.3661945708,43.3282224233,62.1816805598
63,43.0480462317,67.9003380501,44.7414261091,49.65758999,38.9729414611,58.1315536727,39.6042032036,61.5558283496,41.3346092228,64.9128289032
64,41.2271973085,65.7072918463,41.4343707438,48.9765830556,35.3238388094,55.8428326757,38.0063658381,63.1857719485,39.3277225952,67.2210171573
65,39.4398540474,63.3864937963,38.0827970396,48.07744346,31.7803063997,53.5863954977,36.6351662304,64.349325435,37.4156203186,69.144164255
66,37.8257547798,61.1174927535,34.950664926,47.1387450784,28.5645655026,51.5034103043,35.6107700307,65.1397888764,35.7063601711,70.7201891286
67,36.5246378369,59.0798375713,32.3019343327,46.3390617856,25.8988373883,49.7350452613,35.0533428894,65.6504623401,34.3079999311,71.987010711
68,35.6718916968,57.4508995611,30.3950658428,45.8615252627,23.9956659213,48.4186671624,35.0772348191,65.9859566858,33.3213927774,72.9932594581
69,35.3553555818,56.3838583354,29.4280730972,45.9371649218,22.9624178146,47.650135527,35.7333887028,66.3718758969,32.7693871023,73.9023353805
70,35.5627430967,55.937152287,29.4342177225,46.6808631692,22.7536288664,47.4431392079,36.9578279345,66.9900711395,32.5951761643,74.8576692848
71,36.1445195859,56.0151134201,30.200191432,47.9282021432,23.152327124,47.7016262199,38.5393410935,67.7972130482,32.6795832053,75.8305271712
72,36.9357055441,56.5047031176,31.4849143404,49.4831915642,23.9222854516,48.3171986267,40.2501602829,68.7244366527,32.8964682469,76.772629575
73,37.7713214663,57.2928827621,33.0473065625,51.1498411523,24.8272767134,49.1814584915,41.8625176058,69.7028769828,33.1196913106,77.6356970312
74,38.4863878471,58.2666137363,34.6462882133,52.7321606279,25.6310737736,50.186007878,43.1486451654,70.6636690683,33.2231124179,78.3714500747
75,38.9160612318,59.3128044802,36.0409322338,54.0340253653,26.097812507,51.2224300043,43.8809850507,71.5376052869,33.0808215978,78.9312409726
76,38.9214990132,60.3082454629,37.0195185117,54.833635652,26.0610044753,52.1787065416,43.8721102283,72.1899930975,32.6108660978,79.1960415179
77,38.4310660974,61.1131664043,37.4461562128,54.8725734708,25.5150867102,52.9399317909,43.0372112642,72.3592488385,31.8321903106,78.9076897273
78,37.5280477957,61.6617944565,37.3636614698,54.1558701315,24.6103010303,53.4596419104,41.5150020729,71.9868245732,30.8475207642,77.9876504168
79,36.4042614688,61.9449596871,36.940212657,52.8878907317,23.5969058345,53.7425097618,39.6002366716,71.1774526519,29.8119610743,76.504473484
80,35.2540432456,61.9548057818,36.346897505,51.2776264275,22.7274806664,53.7943949667,37.5912903941,70.0396547688,28.8818304028,74.530122318
81,34.2717292551,61.683476426,35.7548037446,49.5340683751,22.2546050695,53.6211571469,35.7865385738,68.6819526176,28.2134479117,72.1365603078
82,33.651655626,61.1231153054,35.3350191066,47.8662077306,22.4308585873,53.228655924,34.4843565444,67.2128678922,27.9631327631,69.3957508423
83,33.5836298864,60.2722112029,35.2542568092,46.4872467675,23.4944538093,52.6285988275,33.9750445766,65.7518061231,28.2793444982,66.3930980446
84,34.215179911,59.1884916184,35.6383890083,45.6497033373,25.5494714311,51.8872902724,34.4735130259,64.5197858601,29.2371641377,63.3394906092
85,35.6177460046,57.9477376741,36.5508921083,45.5478870982,28.5895484011,51.0787316092,36.0854235229,63.7197112508,30.8413820584,60.4610565969
86,37.6363834315,56.565353568,37.8838999366,46.0367664149,32.4484226618,50.1831519729,38.6254332486,63.241649194,32.9672266828,57.7579485946
87,40.0558847502,55.0405682955,39.4839486078,46.8808282982,36.9174202378,49.1557132828,41.8307660487,62.8921566229,35.4555095385,55.1699202599
88,42.6610419742,53.3726107059,41.1975738242,47.8445589405,41.7878667699,47.9515772318,45.4386450687,62.4777897151,38.1470418416,52.6367247042
89,45.236647117,51.5607096481,42.871311288,48.6924445341,46.8510878993,46.5259055124,49.1862934542,61.8051046484,40.8826348083,50.0981150388
90,47.5674921921,49.6040939715,44.3516967015,49.1889712716,51.8984092669,44.8338598173,52.8109343508,60.6806576008,43.5030996549,47.4938443752
91,49.438369213,47.5019925252,45.4852657668,49.0986253453,56.7211565136,42.8306018391,56.049790904,58.9110047499,45.8492475975,44.7636658248
92,50.6365271551,45.2544010773,46.1205022673,48.1892977859,61.1118675977,40.472796023,58.6425269769,56.3061040491,47.7635258972,41.8488326663
93,51.0893763906,42.9050655399,46.2170214486,46.4231141742,64.9322390887,37.8028337791,60.4680411401,52.869973277,49.1817126507,38.7761776721
94,50.9375047246,40.5642732808,45.9034631261,44.0576196834,68.1491538308,34.993492306,61.6169999562,48.9017840594,50.181536795,35.702695108
95,50.339369921,38.3478896176,45.3226358855,41.3751235338,70.7383120858,32.228478612,62.1978217977,44.725449792,50.8526265361,32.7962902474
96,49.4534297436,36.3717798681,44.6173483128,38.6579349456,72.6754141154,29.691499705,62.318925037,40.6648838707,51.2846100802,30.2248683635
97,48.4381419562,34.7518093501,43.9304089937,36.1883631389,73.9361601813,27.5662625932,62.0887280468,37.0439996914,51.5671156334,28.1563347294
98,47.4573583005,33.5949886008,43.409643539,34.2433906597,74.513686466,26.0280482003,61.6257177727,34.1754040673,51.7992290338,26.7434029436
99,46.7187520486,32.9363905177,66.4338979462,33.0567253081,82.4323268377,25.1836826055,61.1301798456,61.5256613892,52.1568714209,26.015367031
100,46.4308715789,32.7689067678,90.0,32.8133744024,90.0,25.0910760715,60.8260964989,90.0,52.8355099448,25.9336205756
101,46.5930728785,33.0113235397,67.6962761684,33.4147415412,81.572131341,25.6476843912,60.77304869,61.0008213725,53.8483882748,26.3781990085
102,47.0819231415,33.5390955674,45.744007998,34.5959594335,73.025136313,26.656975703,60.9340295876,32.7632018221,55.1017177657,27.1816497879
103,47.7724297258,34.2271271274,47.1725885742,36.0900485809,72.3454124023,27.9212241815,61.2708053664,34.274490722,56.5003500969,28.1759171131
104,48.5395999893,34.9503224964,48.6308884208,37.630029485,71.740266091,29.2427040013,61.7451422011,36.030409354,57.9491369478,29.192945183
105,49.2580553022,35.5841237557,49.9576636349,38.9493928805,71.3054195957,30.424179427,62.3180773399,37.7729849648,59.3522491082,30.0654901336
106,49.7704363103,36.0485323907,50.9605413572,39.8205902993,71.0429891005,31.3090207534,62.8902533847,39.2850023962,60.5574427742,30.6935804909
107,49.8639542181,36.3408040317,51.3931997558,40.0836358932,70.7928151527,31.8110051345,63.2576192489,40.4199183817,61.3146844163,31.0938759848
108,49.3868645721,36.4802688384,51.0880362881,39.6670814014,70.4052945408,31.8955337311,63.2535171642,41.0933393678,61.4300074577,31.3107430725
109,48.4074826404,36.5337615545,50.1554465625,38.7698785138,69.8192094558,31.6754483122,62.8694069705,41.4030188995,60.9270148916,31.441690845
110,47.0395306145,36.5779189764,48.7631880742,37.6467730009,68.9915794523,31.2940134086,62.1293743518,41.4842945888,59.8742028195,31.595193796
111,45.3967306862,36.6893779006,47.0790183184,36.5525106335,67.8794240852,30.894493551,61.057504992,41.472504048,58.3400673428,31.8797264195
112,43.5928050471,36.9447751237,45.2706947902,35.7418371823,66.4397629092,30.6201532701,59.6778845752,41.5029848893,56.3931045628,32.4037632093
113,41.7491426846,37.4118509413,43.5136607822,35.4587553207,64.6498066747,30.6065990651,58.0290128358,41.7065145478,54.1152479858,33.2643284707
114,40.0415748599,38.0951711805,42.0379367941,35.8709804868,62.6301447591,30.9350573947,56.2517443559,42.1814884291,51.68385076,34.4771381827
115,38.6655670303,38.9718555078,41.091595367,37.1085766095,60.5605149154,31.6613025196,54.5279991028,43.0095761913,49.3141026529,36.0216421013
116,37.6848325732,40.0152605364,40.7358425214,39.1455986048,58.5236220281,32.7764982039,52.9314789685,44.1812433371,47.1053135624,37.8408064848
117,37.0029186134,41.1943043583,40.804764984,41.7667427754,56.4839944809,34.1934340192,51.4042078575,45.57622908,45.015822469,39.8334485564
118,36.5137164426,42.4776374834,41.1187572956,44.7452896911,54.3990362312,35.8201746455,49.8802712932,47.0675973534,42.9954697358,41.895723957
119,36.1111173525,43.8339104214,41.4982139974,47.8545199214,52.2261512367,37.5647847629,48.2937547992,48.5284120908,40.9940957259,43.923788327
120,35.6890126347,45.2317736821,41.7635296303,50.8677140359,49.9227434551,39.3353290515,46.5787438991,49.8317372256,38.9615408025,45.8137973072
121,35.1412935808,46.6398777755,41.7350987355,53.5581526044,47.446216844,41.0398721916,44.6693241164,50.8506366912,36.8476453285,47.4619065382
122,34.3618514824,48.0268732113,41.2333158538,55.6991161963,44.753975361,42.586478863,42.4995809747,51.458174421,34.6022496672,48.7642716605
123,33.2652628655,49.3625471026,40.1106563704,57.0944991563,41.8224881746,43.8916684374,40.0229651496,51.5488757807,32.1927734431,49.6309940822
124,31.9254066548,50.6254398411,38.4666586397,57.7839605164,38.7750506283,44.9370720744,37.3420634163,51.1825462394,29.7220187712,50.079575213
125,30.4901558061,51.7981576101,36.5156187673,57.9166691451,35.8031570419,45.7345645696,34.6287344588,50.495761868,27.3556712902,50.1774024598
126,29.1077916467,52.863329032,34.4724662041,57.6423982926,33.0986781241,46.2961876323,32.055219271,49.6255224328,25.2597636918,49.9921385493
127,27.9265955037,53.8035827292,32.5521304011,57.1109212097,30.8534845832,46.6339829719,29.7937588468,48.7088277001,23.6003286672,49.5914462083
128,27.084278217,54.611418561,30.9603019489,56.4857834767,29.2373414466,46.7681936412,28.0003335794,47.8874860255,22.5279500415,49.0550899147
129,26.6527107283,55.3408208963,29.8451257822,56.0163137403,28.2823251223,46.7701460153,26.7296422209,47.3332567991,22.0969860082,48.5382117577
130,26.6783340842,56.0693476993,29.3324429521,55.9845883825,27.9674894109,46.7307429648,25.9973545085,47.229224436,22.3246691712,48.2247920561
131,27.1514669228,56.8477457213,29.4637540189,56.5706115098,28.2264333774,46.7144201723,25.7736919169,47.6733222647,23.164612679,48.237691265
132,27.9178447926,57.6574989275,30.0631954623,57.6910041905,28.8758289744,46.7172590741,25.9118904911,48.5438490393,24.4065771099,48.542009222
133,28.8002138043,58.4690781516,30.920341781,59.2205082663,29.7137561561,46.7244724371,26.2465850046,49.6841805124,25.81426966,49.077761034
134,29.6213200686,59.2529542274,31.8247674739,61.033865579,30.5382948766,46.7212730288,26.612410231,50.9376924368,27.1513975256,49.7849618079
135,30.2054804198,59.9786649675,32.5669849877,63.0042362682,31.1493152557,46.6921462352,26.8453305489,52.1469360794,28.1830411825,50.6024433993
136,30.4481596542,60.5734857815,32.9799923503,64.9331352376,31.4277752764,46.5886297746,26.8415365272,53.1171165538,28.7364855981,51.4154407657
137,30.343545456,60.9060499713,32.9557393722,66.5226644999,31.3671481338,46.3165441185,26.5807868819,53.6016185142,28.7253289217,52.0348193335
138,29.8984819369,60.8449330387,32.3977472928,67.4756150934,30.972607313,45.7821228228,26.0526628244,53.3592756204,28.0772852749,52.2715923617
139,29.2376841785,60.3520023812,31.3677858138,67.6701590227,30.3240275281,44.9743586289,25.3270163748,52.3517609221,26.889899958,52.0599260184
140,28.6005119379,59.479863761,30.0815416155,67.1550488338,29.5739400434,43.9627382281,24.5517732364,50.7380348577,25.4259009308,51.4537685115
141,28.2310641162,58.2848738534,28.7610639479,65.9860884754,28.8778795765,42.8200757444,23.8780864972,48.6852132673,23.9548444201,50.5120195599
142,28.3734396144,56.8233893335,27.6284020611,64.2190818964,28.3913808444,41.6191853015,23.457109245,46.3604119909,22.7462866525,49.2935788824
143,29.2482808802,55.1616231438,26.8949796548,61.9298138124,28.2548412534,40.4400075736,23.4285935443,43.9440665724,22.056599138,47.8703536161
144,30.9477348303,53.4197813129,26.7140131749,59.3035244986,28.5257353233,39.401522803,23.86983613,41.6895785046,22.0699269027,46.3855061333
145,33.520173642,51.736463764,27.218889527,56.562742598,29.2332881262,38.6360108929,24.8368569988,39.875206685,22.9458094828,45.0064734198
146,36.9825986554,50.2288441435,28.5076299479,53.9002582063,30.3916873078,38.2499042733,26.3631951832,38.7252334505,24.7995229798,43.8724614573
147,41.1675254258,48.8878528031,30.4701306477,51.3335840309,31.9267243775,38.1973865542,28.3501334814,38.1460186131,27.4858545441,42.9563393909
148,45.8401774884,47.6583722845,32.9203732954,48.8162995627,33.7319479564,38.3771079029,30.650713635,37.9279583128,30.7645768083,42.1703042554
149,50.765680177,46.4852179302,35.672228776,46.3018909927,35.7008596121,38.6876374451,33.1179069857,37.8612794602,34.3953237474,41.4264645449
150,55.7091588251,45.313205083,38.5395679742,43.7438445121,37.7269609128,39.0275443063,35.6046848753,37.7362089658,38.1377293362,40.6369287537
151,60.4357387666,44.0871490854,41.3362617746,41.0956463119,39.7037534261,39.2953976122,37.9640186457,37.3429737401,41.7514275497,39.7138053759
152,64.7105453351,42.7518652802,43.8761810622,38.3107825834,41.5247387201,39.3897664885,40.0488796386,36.4718006937,44.9960523628,38.5692029056
153,68.2993310659,41.2526167111,45.9737194144,35.3432926823,43.0837170011,39.2096459072,41.7127136329,34.9139716935,47.6319800031,37.1158054607
154,71.0572815025,39.598504387,47.5178014609,32.2260919983,44.3170715063,38.7147525117,42.8766166449,32.6111953889,49.5254248881,35.3483756424
155,73.0210809429,37.9281845152,48.5486079889,29.1521699511,45.2476050986,37.9880338197,43.5989766605,29.8104622746,50.757393492,33.4282492547
156,74.2493991978,36.39600673,49.1246419174,26.3339062287,45.9085889205,37.1273646902,43.9548122718,26.7957425913,51.434910723,31.5369396347
157,74.8009060776,35.1563206657,49.3044061652,23.983680519,46.3332941144,36.2306199823,44.019142071,23.8510065794,51.6650014894,29.8559601196
158,74.7625566598,34.3518855814,49.1584105052,22.2907129744,46.5697904659,35.3871808902,43.8783476755,21.2428551807,51.5655322232,28.5517981846
159,74.3578379566,34.0695144258,48.8151213479,21.3324335267,46.7375802602,62.6247321452,43.6736596049,19.1540483755,70.7694634649,27.718412025
160,73.8513784243,34.3791617328,48.4204692951,21.1525861346,46.977690683,90.0,43.5628361097,17.7420821775,90.0,27.4279044413
161,73.4985010551,35.3402635695,48.1151960411,21.7839197429,47.4241980612,61.5870626443,43.6960529519,17.1500552387,70.5083043388,27.7429579654
162,73.4127901213,36.8522375412,47.9610240008,23.0919648728,48.1053333656,33.3263267064,44.108043842,17.3020445178,51.2553194068,28.5829646044
163,73.5974910372,38.6899322263,47.9581617197,24.8120780886,48.9669304932,33.1392881876,44.7436747101,17.9516259017,51.6292520762,29.7557694787
164,74.0529390646,40.6249107343,48.1051953345,26.676182658,49.9526501444,32.9877941422,45.5454412522,18.8478783659,52.0898837485,31.0662756949
165,74.7757284073,42.4306228059,48.3991052791,28.4192511543,51.0044741057,32.8145248159,46.4544735093,19.7426969712,52.5599119432,32.321620095
166,75.6569082173,43.933744991,48.7915708963,29.8622850691,52.0170176055,32.6053553549,47.3733728259,20.4674259374,52.9663688115,33.3919590532
167,76.469857182,45.0202955445,49.1837660784,30.9221981369,52.8320876658,32.394318198,48.1617855283,20.9419860605,53.2411191156,34.2177083971
168,76.9817788545,45.5794068674,49.4742142823,31.5209373947,53.2887200287,32.2179729921,48.6771037403,21.0909464767,53.3162812245,34.742971044
169,76.9931310179,68.0003825535,49.5758423379,60.9305238976,53.2621025122,32.118441258,48.8087771447,20.8859822592,53.1547603767,62.4718419262
170,76.4555210086,90.0,49.4670443365,90.0,52.7917439865,32.1631247513,48.5919657795,20.5128778258,52.8593965377,90.0
171,75.3634781141,66.9095948669,49.1448051129,60.3253380538,51.9638155845,32.426604058,48.1032070643,20.2182182423,52.572766949,62.4371770172
172,73.7115345414,43.8608543092,48.6061107665,30.733424243,50.8644916129,32.9834602522,47.4190412332,20.24859271,52.4374515547,35.0037804523
173,71.5225324588,43.5178292812,47.8604271813,30.7203234639,49.5904758537,33.8930504913,46.6253308859,20.8247371861,52.5812223458,35.3733199429
174,68.9398591232,43.5696709419,46.9703597251,31.0683112911,48.2833070687,35.1499078108,45.8476336753,22.0573033533,53.068798384,36.0820881159
175,66.13898067,44.1357314361,46.0126549897,31.8412225869,47.0964552882,36.7313145628,45.2220707108,24.0276477972,53.9481193889,37.1722561568
176,63.2942838383,45.3336230771,45.0634878571,33.1018481765,46.1820126173,38.6141269713,44.883200929,26.8153452933,55.2660860925,38.6851365023
177,60.5082324503,47.1650693468,44.1609403852,34.8434444571,45.6002729291,40.7468241938,44.8615120552,30.3812906901,57.0003958475,40.6048477854
178,57.7674963763,49.4452158418,43.2817662141,36.9473192768,45.2637374259,43.0321990785,45.0199399788,34.4953073627,59.0173304373,42.8234281615
179,55.0482629398,51.9723177127,42.3971670703,39.2846460513,45.0715279959,45.3689086021,45.2062525253,38.9099214463,61.1730854624,45.224579962
180,52.3267194641,54.5446301102,41.4783446801,41.7265981966,44.9227665272,47.6556097411,45.2682175204,43.3776590761,63.3238565232,47.6920055187
181,49.5790532724,56.9604081848,40.4965007701,44.1443491283,44.716574908,49.7909594724,45.0536027897,47.6510463873,65.3258392203,50.109407163
182,46.7814516881,59.0179070871,39.4228370665,46.4090722623,44.3520750262,51.6736147725,44.4101761586,51.4826095151,67.035229154,52.3604872266
183,43.9101020344,60.5153819677,38.2285552959,48.3919410144,43.7283887702,53.2022326181,43.1857054527,54.6248745948,68.3082219248,54.328948041
184,40.9535506996,61.2687325363,36.8927796664,49.9733429492,42.7568337944,54.2837607831,41.2512816641,56.8498996448,69.0144173623,55.9057204158
185,38.0368667049,61.2887665864,35.4821489422,51.1354484004,41.4834465344,54.9167301404,38.7356317885,58.1454988246,69.1714831836,57.0615835021
186,35.3699171626,60.707354867,34.1176596673,51.9236478749,40.0379410926,55.1565564309,35.9275078721,58.6334985697,68.8890562831,57.816912527
187,33.163841886,59.6581856493,32.9211242466,52.3842811205,38.5512876049,55.0595094748,33.1180640889,58.4377372889,68.2781543305,58.1928274233
188,31.6011636413,58.2971633731,31.9990924393,52.5886995931,37.1436435344,54.6999465732,30.5885441945,57.7116021706,67.4712484852,58.2333961168
189,30.7568688767,56.8636757578,31.4007604732,52.7022430275,35.8945347939,54.220193642,28.582950858,56.7195179572,66.6814272133,58.0689198426
190,30.6806891832,55.6167165346,31.1618551241,52.9123242648,34.8739449944,53.7785389967,27.3365406954,55.7519865125,66.1407119201,57.8499516906
191,31.4223514567,54.8152748365,31.3181006415,53.4063524361,34.151855828,53.5332683686,27.0845632062,55.0995048096,66.0811194866,57.7270424651
192,32.9625602552,54.6507400389,31.86807533,54.3171890314,33.7700371149,53.6046754346,27.9576377616,54.9806658446,66.6681479148,57.8171349407
193,35.0389581282,55.0764491221,32.6795481336,55.5856061465,33.6709106322,53.9792649377,29.7179289723,55.3608529209,67.8330491242,58.1188212921
194,37.3357118471,55.9933654474,33.5915087873,57.1101145223,33.7750407148,54.6141068798,32.0465381635,56.1497409843,69.4555388375,58.6046555217
195,39.5404049563,57.2974814007,34.4464910024,58.7851131143,34.0048716879,55.4630773004,34.6263005269,57.2521545087,71.4113548444,59.2425815929
